TIME_STAMP,SERVER_NAME,DOWNLOAD,UPLOAD
2024-03-05 14:30:00,10.0.901.xx Server 1,17185.811,422.449
2024-03-05 14:25:00,10.0.901.xx Server 1,17191.862,424.641
2024-03-05 14:20:00,10.0.901.xx Server 1,17246.288,422.693
2024-03-05 14:15:00,10.0.901.xx Server 1,17298.282,427.507
2024-03-05 14:10:00,10.0.901.xx Server 1,17282.46,430.644
2024-03-05 14:05:00,10.0.901.xx Server 1,17402.202,434.441
2024-03-05 14:00:00,10.0.901.xx Server 1,17427.23,435.384
2024-03-05 13:55:00,10.0.901.xx Server 1,17769.613,439.305
2024-03-05 13:50:00,10.0.901.xx Server 1,17934.195,441.003
2024-03-05 13:45:00,10.0.901.xx Server 1,17991.961,444.13
2024-03-05 13:40:00,10.0.901.xx Server 1,17919.345,447.836
2024-03-05 13:35:00,10.0.901.xx Server 1,17794.776,444.078
2024-03-05 13:30:00,10.0.901.xx Server 1,17766.879,440.442
2024-03-05 13:25:00,10.0.901.xx Server 1,17890.217,441.895
2024-03-05 13:20:00,10.0.901.xx Server 1,17895.426,441.67
2024-03-05 13:15:00,10.0.901.xx Server 1,17768.017,435.784
2024-03-05 13:10:00,10.0.901.xx Server 1,17581.562,428.029
2024-03-05 13:05:00,10.0.901.xx Server 1,17432.895,426.446
2024-03-05 13:00:00,10.0.901.xx Server 1,17429.609,423.314
2024-03-05 12:55:00,10.0.901.xx Server 1,17447.606,428.448
2024-03-05 12:50:00,10.0.901.xx Server 1,17385.553,426.321
2024-03-05 12:45:00,10.0.901.xx Server 1,17381.053,424.019
2024-03-05 12:40:00,10.0.901.xx Server 1,17439.505,429.403
2024-03-05 12:35:00,10.0.901.xx Server 1,17335.39,426.712
2024-03-05 12:30:00,10.0.901.xx Server 1,17145.847,423.222
2024-03-05 12:25:00,10.0.901.xx Server 1,17100.117,421.738
2024-03-05 12:20:00,10.0.901.xx Server 1,17119.306,420.574
2024-03-05 12:15:00,10.0.901.xx Server 1,17157.205,421.118
2024-03-05 12:10:00,10.0.901.xx Server 1,17136.607,419.176
2024-03-05 12:05:00,10.0.901.xx Server 1,17138.301,416.714
2024-03-05 12:00:00,10.0.901.xx Server 1,17176.629,417.763
2024-03-05 11:55:00,10.0.901.xx Server 1,17325.776,417.067
2024-03-05 11:50:00,10.0.901.xx Server 1,17298.873,417.911
2024-03-05 11:45:00,10.0.901.xx Server 1,17218.405,417.99
2024-03-05 11:40:00,10.0.901.xx Server 1,17067.703,413.333
2024-03-05 11:35:00,10.0.901.xx Server 1,16992.44,414.25
2024-03-05 11:30:00,10.0.901.xx Server 1,16927.975,413.134
2024-03-05 11:25:00,10.0.901.xx Server 1,16174.795,392.903
2024-03-05 11:20:00,10.0.901.xx Server 1,16049.523,391.052
2024-03-05 11:15:00,10.0.901.xx Server 1,16663.895,404.455
2024-03-05 11:10:00,10.0.901.xx Server 1,16586.361,401.614
2024-03-05 11:05:00,10.0.901.xx Server 1,16442.262,395.647
2024-03-05 11:00:00,10.0.901.xx Server 1,16342.42,392.57
2024-03-05 10:55:00,10.0.901.xx Server 1,16232.182,389.786
2024-03-05 10:50:00,10.0.901.xx Server 1,16123.702,384.081
2024-03-05 10:45:00,10.0.901.xx Server 1,15922.027,380.037
2024-03-05 10:40:00,10.0.901.xx Server 1,15802.132,374.89
2024-03-05 10:35:00,10.0.901.xx Server 1,15680.542,375.506
2024-03-05 10:30:00,10.0.901.xx Server 1,15465.312,370.748
2024-03-05 10:25:00,10.0.901.xx Server 1,15604.095,369.433
2024-03-05 10:20:00,10.0.901.xx Server 1,15495.066,364.346
2024-03-05 10:15:00,10.0.901.xx Server 1,15495.887,364.349
2024-03-05 10:10:00,10.0.901.xx Server 1,15670.609,366.799
2024-03-05 10:05:00,10.0.901.xx Server 1,15494.589,362.971
2024-03-05 10:00:00,10.0.901.xx Server 1,15140.027,356.455
2024-03-05 09:55:00,10.0.901.xx Server 1,14862.253,347.977
2024-03-05 09:50:00,10.0.901.xx Server 1,14801.87,339.254
2024-03-05 09:45:00,10.0.901.xx Server 1,14654.842,336.032
2024-03-05 09:40:00,10.0.901.xx Server 1,14538.794,330.037
2024-03-05 09:35:00,10.0.901.xx Server 1,14421.851,326.67
2024-03-05 09:30:00,10.0.901.xx Server 1,14365.649,325.054
2024-03-05 09:25:00,10.0.901.xx Server 1,14215.853,321.438
2024-03-05 09:20:00,10.0.901.xx Server 1,14092.084,315.517
2024-03-05 09:15:00,10.0.901.xx Server 1,14012.183,312.143
2024-03-05 09:10:00,10.0.901.xx Server 1,13972.078,308.574
2024-03-05 09:05:00,10.0.901.xx Server 1,13830.112,303.024
2024-03-05 09:00:00,10.0.901.xx Server 1,13674.603,300.744
2024-03-05 08:55:00,10.0.901.xx Server 1,13426.665,288.838
2024-03-05 08:50:00,10.0.901.xx Server 1,13280.015,285.331
2024-03-05 08:45:00,10.0.901.xx Server 1,13131.32,281.017
2024-03-05 08:40:00,10.0.901.xx Server 1,13053.689,278.595
2024-03-05 08:35:00,10.0.901.xx Server 1,12999.284,281.363
2024-03-05 08:30:00,10.0.901.xx Server 1,13067.5,283.663
2024-03-05 08:25:00,10.0.901.xx Server 1,13133.973,283.68
2024-03-05 08:20:00,10.0.901.xx Server 1,13244.829,288.167
2024-03-05 08:15:00,10.0.901.xx Server 1,13303.606,288.649
2024-03-05 08:05:00,10.0.901.xx Server 1,13259.048,287.798
2024-03-05 08:00:00,10.0.901.xx Server 1,13212.884,290.094
2024-03-05 07:55:00,10.0.901.xx Server 1,12926.207,281.017
2024-03-05 07:50:00,10.0.901.xx Server 1,12799.988,280.704
2024-03-05 07:45:00,10.0.901.xx Server 1,12567.261,273.953
2024-03-05 07:40:00,10.0.901.xx Server 1,12334.999,273.974
2024-03-05 07:35:00,10.0.901.xx Server 1,12022.793,266.036
2024-03-05 07:30:00,10.0.901.xx Server 1,11682.624,262.367
2024-03-05 07:25:00,10.0.901.xx Server 1,11033.824,245.492
2024-03-05 07:20:00,10.0.901.xx Server 1,10558.052,238.149
2024-03-05 07:15:00,10.0.901.xx Server 1,9984.57,227.268
2024-03-05 07:10:00,10.0.901.xx Server 1,9559.86,215.711
2024-03-05 07:05:00,10.0.901.xx Server 1,8981.67,203.973
2024-03-05 07:00:00,10.0.901.xx Server 1,8423.84,199.707
2024-03-05 06:55:00,10.0.901.xx Server 1,7455.236,167.665
2024-03-05 06:50:00,10.0.901.xx Server 1,7034.666,157.7
2024-03-05 06:45:00,10.0.901.xx Server 1,6534.489,149.178
2024-03-05 06:40:00,10.0.901.xx Server 1,6055.484,138.268
2024-03-05 06:35:00,10.0.901.xx Server 1,5624.343,127.675
2024-03-05 06:30:00,10.0.901.xx Server 1,5237.271,124.043
2024-03-05 06:25:00,10.0.901.xx Server 1,4644.418,106.513
2024-03-05 06:20:00,10.0.901.xx Server 1,4333.39,102.93
2024-03-05 06:15:00,10.0.901.xx Server 1,4005.536,95.35
2024-03-05 06:10:00,10.0.901.xx Server 1,3754.482,89.18
2024-03-05 06:05:00,10.0.901.xx Server 1,3553.122,85.83
2024-03-05 06:00:00,10.0.901.xx Server 1,3414.219,85.866
2024-03-05 05:55:00,10.0.901.xx Server 1,3023.353,71.6
2024-03-05 05:50:00,10.0.901.xx Server 1,2880.321,69.725
2024-03-05 05:45:00,10.0.901.xx Server 1,2754.821,66.135
2024-03-05 05:40:00,10.0.901.xx Server 1,2441.04032754418,64.172
2024-03-05 05:35:00,10.0.901.xx Server 1,2615.511,62.576
2024-03-05 05:30:00,10.0.901.xx Server 1,2553.236,62.24
2024-03-05 05:25:00,10.0.901.xx Server 1,2486.634,60.528
2024-03-05 05:20:00,10.0.901.xx Server 1,2431.222,59.239
2024-03-05 05:15:00,10.0.901.xx Server 1,2421.049,58.417
2024-03-05 05:10:00,10.0.901.xx Server 1,2417.148,58.186
2024-03-05 05:05:00,10.0.901.xx Server 1,2419.182,59.096
2024-03-05 05:00:00,10.0.901.xx Server 1,2399.547,58.792
2024-03-05 04:55:00,10.0.901.xx Server 1,2357.995,57.749
2024-03-05 04:50:00,10.0.901.xx Server 1,2371.694,58.851
2024-03-05 04:45:00,10.0.901.xx Server 1,2414.679,58.394
2024-03-05 04:40:00,10.0.901.xx Server 1,2464.706,59.748
2024-03-05 04:35:00,10.0.901.xx Server 1,2510.642,61.917
2024-03-05 04:30:00,10.0.901.xx Server 1,2627.137,63.729
2024-03-05 04:25:00,10.0.901.xx Server 1,2723.12,65.634
2024-03-05 04:20:00,10.0.901.xx Server 1,2839.363,68.495
2024-03-05 04:15:00,10.0.901.xx Server 1,2902.668,71.166
2024-03-05 04:10:00,10.0.901.xx Server 1,2961.498,73.006
2024-03-05 04:05:00,10.0.901.xx Server 1,3054.024,73.072
2024-03-05 04:00:00,10.0.901.xx Server 1,3147.989,77.71
2024-03-05 03:55:00,10.0.901.xx Server 1,3248.72,79.123
2024-03-05 03:50:00,10.0.901.xx Server 1,3322.09,83.093
2024-03-05 03:45:00,10.0.901.xx Server 1,3476.837,85.177
2024-03-05 03:40:00,10.0.901.xx Server 1,3709.685,91.519
2024-03-05 03:35:00,10.0.901.xx Server 1,3840.354,93.375
2024-03-05 03:30:00,10.0.901.xx Server 1,4020.798,98.6
2024-03-05 03:25:00,10.0.901.xx Server 1,4170.483,101.496
2024-03-05 03:20:00,10.0.901.xx Server 1,4337.295,105.798
2024-03-05 03:15:00,10.0.901.xx Server 1,4535.685,111.083
2024-03-05 03:10:00,10.0.901.xx Server 1,4862.135,117.61
2024-03-05 03:05:00,10.0.901.xx Server 1,5112.245,125.426
2024-03-05 03:00:00,10.0.901.xx Server 1,5322.852,130.002
2024-03-05 02:55:00,10.0.901.xx Server 1,5592.069,134.523
2024-03-05 02:50:00,10.0.901.xx Server 1,5888.973,141.111
2024-03-05 02:45:00,10.0.901.xx Server 1,6221.619,149.811
2024-03-05 02:40:00,10.0.901.xx Server 1,6820.115,162.667
2024-03-05 02:35:00,10.0.901.xx Server 1,7244.789,173.971
2024-03-05 02:30:00,10.0.901.xx Server 1,7665.453,182.872
2024-03-05 02:25:00,10.0.901.xx Server 1,8070.756,194.852
2024-03-05 02:20:00,10.0.901.xx Server 1,8473.714,204.787
2024-03-05 02:15:00,10.0.901.xx Server 1,8885.219,215.817
2024-03-05 02:10:00,10.0.901.xx Server 1,9314.086,226.504
2024-03-05 02:05:00,10.0.901.xx Server 1,9477.863,229.418
2024-03-05 02:00:00,10.0.901.xx Server 1,9997.599,240.811
2024-03-05 01:55:00,10.0.901.xx Server 1,11292.798,263.601
2024-03-05 01:50:00,10.0.901.xx Server 1,11977.112,280.604
2024-03-05 01:45:00,10.0.901.xx Server 1,12687.018,299.317
2024-03-05 01:40:00,10.0.901.xx Server 1,13415.582,316.042
2024-03-05 01:35:00,10.0.901.xx Server 1,14130.333,331.429
2024-03-05 01:30:00,10.0.901.xx Server 1,15049.627,351.806
2024-03-05 01:25:00,10.0.901.xx Server 1,16103.598,376.438
2024-03-05 01:20:00,10.0.901.xx Server 1,17096.432,402.125
2024-03-05 01:15:00,10.0.901.xx Server 1,18271.451,429.001
2024-03-05 01:10:00,10.0.901.xx Server 1,19641.8,462.329
2024-03-05 01:05:00,10.0.901.xx Server 1,20810.513,487.581
2024-03-05 01:00:00,10.0.901.xx Server 1,21993.675,515.082
2024-03-05 00:55:00,10.0.901.xx Server 1,23133.599,544.206
2024-03-05 00:50:00,10.0.901.xx Server 1,24244.087,570.171
2024-03-05 00:45:00,10.0.901.xx Server 1,25436.821,601.351
2024-03-05 00:40:00,10.0.901.xx Server 1,26644.131,628.59
2024-03-05 00:35:00,10.0.901.xx Server 1,27536.948,652.318
2024-03-05 00:30:00,10.0.901.xx Server 1,28922.07,689.873
2024-03-05 00:25:00,10.0.901.xx Server 1,30805.865,733.064
2024-03-05 00:20:00,10.0.901.xx Server 1,31684.183,757.861
2024-03-05 00:15:00,10.0.901.xx Server 1,32272.866,779.147
2024-03-05 00:05:00,10.0.901.xx Server 1,35242.403,864.854
2024-03-05 00:00:00,10.0.901.xx Server 1,35069.264,901.656151465234
2024-03-04 23:55:00,10.0.901.xx Server 1,36465.555,876.046
2024-03-04 23:50:00,10.0.901.xx Server 1,36632.55,880.686
2024-03-04 23:45:00,10.0.901.xx Server 1,36173.563,873.708
2024-03-04 23:40:00,10.0.901.xx Server 1,34818.4,853.742
2024-03-04 23:35:00,10.0.901.xx Server 1,35592.71,883.699
2024-03-04 23:30:00,10.0.901.xx Server 1,35416.576,878.46
2024-03-04 23:25:00,10.0.901.xx Server 1,36472.799,901.064
2024-03-04 23:20:00,10.0.901.xx Server 1,37293.89,924.223
2024-03-04 23:15:00,10.0.901.xx Server 1,37885.126,936.629
2024-03-04 23:10:00,10.0.901.xx Server 1,39386.021,969.41
2024-03-04 23:05:00,10.0.901.xx Server 1,38620.166,956.49
2024-03-04 23:00:00,10.0.901.xx Server 1,38750.499,961.372
2024-03-04 22:55:00,10.0.901.xx Server 1,39630.653,977.985
2024-03-04 22:50:00,10.0.901.xx Server 1,39432.158,981.907
2024-03-04 22:45:00,10.0.901.xx Server 1,39091.678,977.528
2024-03-04 22:40:00,10.0.901.xx Server 1,39359.556,982.403
2024-03-04 22:35:00,10.0.901.xx Server 1,39990.429,1009.216
2024-03-04 22:30:00,10.0.901.xx Server 1,38673.522,979.104
2024-03-04 22:25:00,10.0.901.xx Server 1,37907.455,960.998
2024-03-04 22:20:00,10.0.901.xx Server 1,37801.404,956.603
2024-03-04 22:15:00,10.0.901.xx Server 1,37002.255,947.923
2024-03-04 22:10:00,10.0.901.xx Server 1,36901.689,944.546
2024-03-04 22:05:00,10.0.901.xx Server 1,36875.954,947.37
2024-03-04 22:00:00,10.0.901.xx Server 1,36570.559,955.496
2024-03-04 21:55:00,10.0.901.xx Server 1,35864.666,936.305
2024-03-04 21:50:00,10.0.901.xx Server 1,34677.14,916.867
2024-03-04 21:45:00,10.0.901.xx Server 1,33038.895,900.166
2024-03-04 21:40:00,10.0.901.xx Server 1,32179.781,881.639
2024-03-04 21:35:00,10.0.901.xx Server 1,34530.115,888.182
2024-03-04 21:30:00,10.0.901.xx Server 1,34561.891,889.869
2024-03-04 21:25:00,10.0.901.xx Server 1,34782.209,894.534
2024-03-04 21:20:00,10.0.901.xx Server 1,34155.273,887.421
2024-03-04 21:15:00,10.0.901.xx Server 1,34344.06,885.088
2024-03-04 21:10:00,10.0.901.xx Server 1,34643.818,887.437
2024-03-04 21:05:00,10.0.901.xx Server 1,35500.292,898.081
2024-03-04 21:00:00,10.0.901.xx Server 1,34893.92,890.796
2024-03-04 20:55:00,10.0.901.xx Server 1,34472.756,873.521
2024-03-04 20:50:00,10.0.901.xx Server 1,34172.558,867.439
2024-03-04 20:45:00,10.0.901.xx Server 1,33360.626,845.963
2024-03-04 20:40:00,10.0.901.xx Server 1,32888.211,832.626
2024-03-04 20:35:00,10.0.901.xx Server 1,32778.611,826.707
2024-03-04 20:30:00,10.0.901.xx Server 1,32427.205,811.753
2024-03-04 20:25:00,10.0.901.xx Server 1,32369.509,820.336
2024-03-04 20:20:00,10.0.901.xx Server 1,32296.933,810.596
2024-03-04 20:15:00,10.0.901.xx Server 1,32140.925,806.889
2024-03-04 20:10:00,10.0.901.xx Server 1,31945.497,799.021
2024-03-04 20:05:00,10.0.901.xx Server 1,31849.806,795.997
2024-03-04 20:00:00,10.0.901.xx Server 1,31411.677,783.786
2024-03-04 19:55:00,10.0.901.xx Server 1,31108.345,764.114
2024-03-04 19:50:00,10.0.901.xx Server 1,30487.275,753.298
2024-03-04 19:45:00,10.0.901.xx Server 1,29850.096,735.479
2024-03-04 19:40:00,10.0.901.xx Server 1,29227.418,720.435
2024-03-04 19:35:00,10.0.901.xx Server 1,28712.571,704.874
2024-03-04 19:30:00,10.0.901.xx Server 1,28263.109,698.605
2024-03-04 19:25:00,10.0.901.xx Server 1,27699.42,680.568
2024-03-04 19:20:00,10.0.901.xx Server 1,27330.009,670.529
2024-03-04 19:15:00,10.0.901.xx Server 1,26786.94,659.931
2024-03-04 19:10:00,10.0.901.xx Server 1,26468.959,650.121
2024-03-04 19:05:00,10.0.901.xx Server 1,26518.702,648.577
2024-03-04 19:00:00,10.0.901.xx Server 1,26718.642,655.049
2024-03-04 18:55:00,10.0.901.xx Server 1,26430.609,639.96
2024-03-04 18:50:00,10.0.901.xx Server 1,26257.508,638.062
2024-03-04 18:45:00,10.0.901.xx Server 1,26102.284,629.275
2024-03-04 18:40:00,10.0.901.xx Server 1,25693.4,620.16
2024-03-04 18:35:00,10.0.901.xx Server 1,25539.271,619.133
2024-03-04 18:30:00,10.0.901.xx Server 1,25371.955,615.725
2024-03-04 18:25:00,10.0.901.xx Server 1,25241.298,609.788
2024-03-04 18:20:00,10.0.901.xx Server 1,24912.17,597.982
2024-03-04 18:15:00,10.0.901.xx Server 1,24585.504,589.875
2024-03-04 18:10:00,10.0.901.xx Server 1,24265.82,581.272
2024-03-04 18:05:00,10.0.901.xx Server 1,24070.576,576.596
2024-03-04 18:00:00,10.0.901.xx Server 1,23934.648,577.937
2024-03-04 17:55:00,10.0.901.xx Server 1,23995.326,580.736
2024-03-04 17:50:00,10.0.901.xx Server 1,24007.56,576.512
2024-03-04 17:45:00,10.0.901.xx Server 1,23838.725,574.389
2024-03-04 17:40:00,10.0.901.xx Server 1,23552.763,567.605
2024-03-04 17:35:00,10.0.901.xx Server 1,23311.615,561.891
2024-03-04 17:30:00,10.0.901.xx Server 1,23005.389,555.597
2024-03-04 17:25:00,10.0.901.xx Server 1,22710.65,548.362
2024-03-04 17:20:00,10.0.901.xx Server 1,22639.609,550.031
2024-03-04 17:15:00,10.0.901.xx Server 1,22635.843,549.426
2024-03-04 17:10:00,10.0.901.xx Server 1,22601.945,546.001
2024-03-04 17:05:00,10.0.901.xx Server 1,22547.417,545.908
2024-03-04 17:00:00,10.0.901.xx Server 1,22058.201,537.04
2024-03-04 16:55:00,10.0.901.xx Server 1,21838.181,531.187
2024-03-04 16:50:00,10.0.901.xx Server 1,21579.769,525.773
2024-03-04 16:45:00,10.0.901.xx Server 1,21348.595,518.562
2024-03-04 16:40:00,10.0.901.xx Server 1,21334.835,514.127
2024-03-04 16:35:00,10.0.901.xx Server 1,21344.211,516.441
2024-03-04 16:30:00,10.0.901.xx Server 1,21134.197,514.396
2024-03-04 16:25:00,10.0.901.xx Server 1,20789.107,505.256
2024-03-04 16:20:00,10.0.901.xx Server 1,20465.263,494.657
2024-03-04 16:15:00,10.0.901.xx Server 1,19816.619,484.85
2024-03-04 16:05:00,10.0.901.xx Server 1,19870.731,487.497
2024-03-04 16:00:00,10.0.901.xx Server 1,19422.252,478.203
2024-03-04 15:55:00,10.0.901.xx Server 1,19366.189,471.799
2024-03-04 15:50:00,10.0.901.xx Server 1,19280.883,469.528
2024-03-04 15:45:00,10.0.901.xx Server 1,19060.949,459.239
2024-03-04 15:40:00,10.0.901.xx Server 1,18789.26,457.194
2024-03-04 15:35:00,10.0.901.xx Server 1,18508.11,455.001
2024-03-04 15:30:00,10.0.901.xx Server 1,18216.206,448.908
2024-03-04 15:25:00,10.0.901.xx Server 1,17955.509,443.541
2024-03-04 15:20:00,10.0.901.xx Server 1,17663.812,437.787
2024-03-04 15:15:00,10.0.901.xx Server 1,17506.599,433.822
2024-03-04 15:10:00,10.0.901.xx Server 1,17451.505,432.103
2024-03-04 15:05:00,10.0.901.xx Server 1,17289.678,428.954
2024-03-04 15:00:00,10.0.901.xx Server 1,17155.638,420.941
2024-03-04 14:55:00,10.0.901.xx Server 1,17083.212,420.497
2024-03-04 14:50:00,10.0.901.xx Server 1,17106.969,424.644
2024-03-04 14:45:00,10.0.901.xx Server 1,16999.61,421.549
2024-03-04 14:40:00,10.0.901.xx Server 1,17022.458,418.691
2024-03-04 14:35:00,10.0.901.xx Server 1,16951.071,418.161
2024-03-04 14:30:00,10.0.901.xx Server 1,16871.363,415.891
2024-03-04 14:25:00,10.0.901.xx Server 1,16827.513,419.368
2024-03-04 14:20:00,10.0.901.xx Server 1,16978.277,423.278
2024-03-04 14:15:00,10.0.901.xx Server 1,17019.745,426.661
2024-03-04 14:10:00,10.0.901.xx Server 1,17046.308,421.931
2024-03-04 14:05:00,10.0.901.xx Server 1,17085.588,423.98
2024-03-04 14:00:00,10.0.901.xx Server 1,17192.131,425.823
2024-03-04 13:55:00,10.0.901.xx Server 1,17514.714,434.481
2024-03-04 13:50:00,10.0.901.xx Server 1,17706.918,441.299
2024-03-04 13:45:00,10.0.901.xx Server 1,17735.927,438.881
2024-03-04 13:40:00,10.0.901.xx Server 1,17663.589,438.065
2024-03-04 13:35:00,10.0.901.xx Server 1,17692.169,439.293
2024-03-04 13:30:00,10.0.901.xx Server 1,17737.111,438.323
2024-03-04 13:25:00,10.0.901.xx Server 1,17806.506,437.279
2024-03-04 13:20:00,10.0.901.xx Server 1,17788.687,439.466
2024-03-04 13:15:00,10.0.901.xx Server 1,17752.678,435.18
2024-03-04 13:10:00,10.0.901.xx Server 1,17699.157,435.274
2024-03-04 13:05:00,10.0.901.xx Server 1,17576.407,430.862
2024-03-04 13:00:00,10.0.901.xx Server 1,17629.809,431.491
2024-03-04 12:55:00,10.0.901.xx Server 1,17674.551,433.773
2024-03-04 12:50:00,10.0.901.xx Server 1,17602.229,430.077
2024-03-04 12:45:00,10.0.901.xx Server 1,17576.647,432.224
2024-03-04 12:40:00,10.0.901.xx Server 1,17706.615,432.689
2024-03-04 12:35:00,10.0.901.xx Server 1,17773.472,437.737
2024-03-04 12:30:00,10.0.901.xx Server 1,17729.504,432.359
2024-03-04 12:25:00,10.0.901.xx Server 1,17615.863,429.604
2024-03-04 12:20:00,10.0.901.xx Server 1,17572.925,429.991
2024-03-04 12:15:00,10.0.901.xx Server 1,17549.152,428.305
2024-03-04 12:10:00,10.0.901.xx Server 1,17399.024,429.531
2024-03-04 12:05:00,10.0.901.xx Server 1,17378.949,427.057
2024-03-04 12:00:00,10.0.901.xx Server 1,17386.488,424.363
2024-03-04 11:55:00,10.0.901.xx Server 1,17513.458,423.416
2024-03-04 11:50:00,10.0.901.xx Server 1,17612.008,425.886
2024-03-04 11:45:00,10.0.901.xx Server 1,17666.663,428.519
2024-03-04 11:40:00,10.0.901.xx Server 1,17662.215,425.617
2024-03-04 11:35:00,10.0.901.xx Server 1,17617.718,420.829
2024-03-04 11:30:00,10.0.901.xx Server 1,17424.375,419.434
2024-03-04 11:25:00,10.0.901.xx Server 1,17244.114,411.683
2024-03-04 11:20:00,10.0.901.xx Server 1,17117.527,412.71
2024-03-04 11:15:00,10.0.901.xx Server 1,17027.64,410.715
2024-03-04 11:10:00,10.0.901.xx Server 1,16970.224,406.017
2024-03-04 11:05:00,10.0.901.xx Server 1,16936.042,410.193
2024-03-04 11:00:00,10.0.901.xx Server 1,16848.517,407.228
2024-03-04 10:55:00,10.0.901.xx Server 1,16673.37,397.803
2024-03-04 10:50:00,10.0.901.xx Server 1,16503.013,391.391
2024-03-04 10:45:00,10.0.901.xx Server 1,16231.039,386.475
2024-03-04 10:40:00,10.0.901.xx Server 1,16169.982,388.934
2024-03-04 10:35:00,10.0.901.xx Server 1,15941.913,383.516
2024-03-04 10:30:00,10.0.901.xx Server 1,15930.987,381.236
2024-03-04 10:25:00,10.0.901.xx Server 1,16043.112,378.752
2024-03-04 10:20:00,10.0.901.xx Server 1,15916.052,372.773
2024-03-04 10:15:00,10.0.901.xx Server 1,15938.331,372.079
2024-03-04 10:10:00,10.0.901.xx Server 1,16003.494,374.501
2024-03-04 10:05:00,10.0.901.xx Server 1,15855.517,369.908
2024-03-04 10:00:00,10.0.901.xx Server 1,15480.97,364.583
2024-03-04 09:55:00,10.0.901.xx Server 1,15348.105,351.313
2024-03-04 09:50:00,10.0.901.xx Server 1,15274.723,350.041
2024-03-04 09:45:00,10.0.901.xx Server 1,15172.033,344.979
2024-03-04 09:40:00,10.0.901.xx Server 1,15004.445,339.264
2024-03-04 09:35:00,10.0.901.xx Server 1,14886.688,336.499
2024-03-04 09:30:00,10.0.901.xx Server 1,14741.074,329.893
2024-03-04 09:25:00,10.0.901.xx Server 1,14672.778,326.882
2024-03-04 09:20:00,10.0.901.xx Server 1,14602.717,322.163
2024-03-04 09:15:00,10.0.901.xx Server 1,14449.122,315.937
2024-03-04 09:10:00,10.0.901.xx Server 1,14408.259,315.204
2024-03-04 09:05:00,10.0.901.xx Server 1,14215.978,309.332
